"subject","trial","native_language","word","class","frequency","length","correct","RT"
"R1",109,"English","apple","plant",6.304449,5,"correct",532.999773919653
"R1",111,"English","lettuce","plant",4.812184,7,"correct",459.99977483781
"R1",116,"English","beetroot","plant",3.555348,8,"correct",1678.00018956845
"R1",118,"English","potato","plant",6.461468,6,"correct",630.000113787096
"R1",123,"English","vulture","animal",4.248495,7,"correct",759.999670706985
"R1",125,"English","pear","plant",4.727388,4,"correct",1027.99954149657
"R1",126,"English","donkey","animal",5.541264,6,"correct",600.000206870348
"R1",127,"English","mole","animal",4.60517,4,"correct",811.999723788764
"R1",129,"English","wasp","animal",4.682131,4,"correct",543.999865710384
"R1",130,"English","walnut","plant",4.49981,6,"correct",552.999999158149
"R1",132,"English","grape","plant",5.192957,5,"correct",529.999996530531
"R1",133,"English","tomato","plant",5.545177,6,"correct",492.999914196961
"R1",135,"English","butterfly","animal",5.214936,9,"correct",556.999866360519
"R1",136,"English","radish","plant",3.044522,6,"correct",524.999862139415
"R1",137,"English","melon","plant",4.127134,5,"correct",508.999991575784
"R1",139,"English","dog","animal",7.667626,3,"correct",582.999891357673
"R1",144,"English","broccoli","plant",2.833213,8,"correct",479.00019284021
"R1",145,"English","bat","animal",5.918894,3,"correct",707.99993366485
"R1",146,"English","pig","animal",6.660575,3,"correct",563.999858155113
"R1",148,"English","mouse","animal",5.805135,5,"correct",506.99999817927
"R1",149,"English","eagle","animal",5.117994,5,"correct",466.00017049748
"R1",150,"English","shark","animal",5.880533,5,"correct",506.00016734057
"R1",151,"English","tortoise","animal",4.624973,8,"correct",525.999888099976
"R1",152,"English","snake","animal",6.120297,5,"correct",578.999723485302
"R1",154,"English","stork","animal",3.044522,5,"incorrect",675.000208661075
"R1",155,"English","squid","animal",3.970292,5,"correct",542.999826275901
"R1",157,"English","horse","animal",7.77191,5,"correct",534.000085995263
"R1",158,"English","cat","animal",7.086738,3,"correct",682.000233350799
"R1",159,"English","peanut","plant",4.59512,6,"correct",479.999950127073
"R1",160,"English","olive","plant",5.587249,5,"correct",539.999924638512
"R1",161,"English","strawberry","plant",4.75359,10,"correct",552.999999158149
"R1",162,"English","whale","animal",5.298317,5,"correct",538.000236633012
"R1",165,"English","sheep","animal",6.577861,5,"correct",476.000069385849
"R1",167,"English","lemon","plant",5.631212,5,"correct",545.000111908544
"R1",168,"English","moose","animal",2.70805,5,"correct",442.000052121661
"R1",169,"English","woodpecker","animal",2.890372,10,"incorrect",462.000050320239
"R1",171,"English","kiwi","plant",3.044522,4,"correct",530.999988720531
"R1",174,"English","eggplant","plant",1.791759,8,"correct",546.000013243282
"R1",175,"English","orange","plant",6.378426,6,"correct",659.000306762919
"R1",177,"English","mushroom","plant",5.537334,8,"correct",498.999952219994
"R1",179,"English","elephant","animal",6.063785,8,"correct",492.999914196961
"R1",180,"English","blueberry","plant",2.484907,9,"correct",479.00019284021
"R1",181,"English","frog","animal",5.129899,4,"correct",414.00001083632
"R1",183,"English","dolphin","animal",4.007333,7,"correct",524.999862139415
"R2",24,"English","whale","animal",5.298317,5,"correct",608.000071764574
"R2",25,"English","banana","plant",5.023881,6,NA,NA
"R2",26,"English","woodpecker","animal",2.890372,10,"correct",671.999771168483
"R2",27,"English","shark","animal",5.880533,5,"correct",572.000004930756
"R2",29,"English","hedgehog","animal",3.637586,8,"correct",673.999925245109
"R2",30,"English","snake","animal",6.120297,5,"correct",601.000039344342
"R2",31,"English","strawberry","plant",4.75359,10,"correct",608.000071764574
"R2",32,"English","leek","plant",3.332205,4,"correct",578.000075907371
"R2",34,"English","lemon","plant",5.631212,5,"correct",546.000013243282
"R2",36,"English","camel","animal",6.109248,5,"correct",787.999929191994
"R2",37,"English","dolphin","animal",4.007333,7,"correct",631.000086736501
"R2",41,"English","crocodile","animal",4.615121,9,"correct",749.000012345602
"R2",42,"English","cat","animal",7.086738,3,"correct",573.999772512614
"R2",43,"English","reindeer","animal",4.043051,8,"correct",693.000000561397
"R2",44,"English","donkey","animal",5.541264,6,"correct",538.000236633012
"R2",46,"English","mushroom","plant",5.537334,8,"correct",596.000198429084
"R2",47,"English","elephant","animal",6.063785,8,"correct",604.999722891404
"R2",48,"English","chicken","animal",6.59987,7,"correct",576.0001954392
"R2",51,"English","apricot","plant",3.828641,7,"correct",551.000105156754
"R2",54,"English","bat","animal",5.918894,3,"correct",552.999999158149
"R2",57,"English","beetroot","plant",3.555348,8,"correct",598.00014713754
"R2",59,"English","monkey","animal",5.783825,6,"correct",699.999765469656
"R2",62,"English","swan","animal",4.962845,4,"correct",721.999899719386
"R2",63,"English","orange","plant",6.378426,6,"correct",767.00015235133
"R2",66,"English","blueberry","plant",2.484907,9,"correct",1020.00009559612
"R2",68,"English","pig","animal",6.660575,3,"correct",604.999722891404
"R2",70,"English","melon","plant",4.127134,5,"correct",786.000163150661
"R2",72,"English","horse","animal",7.77191,5,"correct",770.000373567339
"R2",73,"English","kiwi","plant",3.044522,4,"correct",729.000195365715
"R2",74,"English","tomato","plant",5.545177,6,"correct",666.000219420137
"R2",75,"English","carrot","plant",4.976734,6,"correct",690.000277662056
"R2",76,"English","sheep","animal",6.577861,5,"correct",623.000299795489
"R2",77,"English","wasp","animal",4.682131,4,"correct",666.000219420137
"R2",78,"English","mustard","plant",4.442651,7,"correct",570.999880286431
"R2",87,"English","moose","animal",2.70805,5,"correct",639.999887133631
"R2",94,"English","spider","animal",4.844187,6,"correct",710.000021274894
"R2",97,"English","radish","plant",3.044522,6,"correct",611.999827102481
"R2",98,"English","cherry","plant",4.997212,6,"correct",573.999772512614
"R2",102,"English","squid","animal",3.970292,5,"correct",686.999799243275
"R2",106,"English","tortoise","animal",4.624973,8,"correct",723.999715912797
"R2",110,"English","pineapple","plant",3.988984,9,"correct",601.000039344342
"R2",111,"English","bee","animal",5.700444,3,"correct",529.999996530531
"R2",113,"English","peanut","plant",4.59512,6,"correct",723.999715912797
"R2",114,"English","ant","animal",5.347108,3,"correct",592.999763394396
"R2",115,"English","pear","plant",4.727388,4,"correct",607.000126826898
"R2",117,"English","walnut","plant",4.49981,6,"correct",828.999871392851
"R2",118,"English","paprika","plant",2.484907,7,"correct",804.999776678087
"R2",121,"English","potato","plant",6.461468,6,"correct",668.999959774217
"R2",123,"English","lion","animal",6.098074,4,"correct",616.999985250376
"R2",126,"English","fox","animal",5.652489,3,"correct",584.000010028315
"R2",127,"English","goat","animal",6.228511,4,"correct",660.000108886498
"R2",128,"English","clove","plant",3.663562,5,"correct",917.99964141046
"R2",133,"English","bunny","animal",3.332205,5,"correct",644.00017638882
"R2",134,"English","olive","plant",5.587249,5,"correct",512.000191979808
"R2",136,"English","owl","animal",4.859812,3,"correct",588.999891829225
"R2",137,"English","squirrel","animal",4.70953,8,"correct",639.999887133631
"R2",138,"English","gull","animal",4.418841,4,"correct",701.000079188757
"R2",140,"English","gherkin","plant",2.079442,7,"correct",776.999727764385
"R2",141,"English","dog","animal",7.667626,3,"correct",545.000111908544
"R2",142,"English","lettuce","plant",4.812184,7,"correct",995.999743445773
"R2",143,"English","vulture","animal",4.248495,7,"correct",739.000058419281
"R2",145,"English","eagle","animal",5.117994,5,"correct",631.000086736501
"R2",148,"English","cucumber","plant",4.454347,8,"correct",718.999742798614
"R2",150,"English","broccoli","plant",2.833213,8,"correct",594.999758700399
"R2",152,"English","beaver","animal",3.951244,6,"correct",600.000206870348
"R2",153,"English","grape","plant",5.192957,5,"correct",602.999881373519
"R2",158,"English","frog","animal",5.129899,4,"correct",590.000273229202
"R2",160,"English","stork","animal",3.044522,5,"correct",723.999715912797
"R2",164,"English","magpie","animal",2.995732,6,"correct",614.000044117656
"R2",167,"English","butterfly","animal",5.214936,9,"correct",649.000183859072
"R2",168,"English","mole","animal",4.60517,4,"correct",556.999866360519
"R2",172,"English","blackberry","plant",4.060443,10,"correct",759.000168956736
"R2",173,"English","eggplant","plant",1.791759,8,"correct",535.999913666057
"R2",175,"English","asparagus","plant",3.663562,9,"correct",707.000236211162
"R2",176,"English","almond","plant",4.204693,6,"correct",651.000232922263
"R2",179,"English","mouse","animal",5.805135,5,"correct",573.000162322477
"R2",180,"English","apple","plant",6.304449,5,"correct",464.999811401918
"R2",181,"English","avocado","plant",3.433987,7,"correct",649.999764121749
"R2",184,"English","goose","animal",5.267858,5,"correct",562.000084359752
"R3",25,"English","camel","animal",6.109248,5,"correct",897.000123733269
"R3",26,"English","lemon","plant",5.631212,5,"correct",569.999794327737
"R3",29,"English","hedgehog","animal",3.637586,8,"correct",525.999888099976
"R3",30,"English","dog","animal",7.667626,3,"correct",422.999924263431
"R3",33,"English","whale","animal",5.298317,5,"correct",546.000013243282
"R3",37,"English","tortoise","animal",4.624973,8,NA,NA
"R3",43,"English","mole","animal",4.60517,4,"correct",807.000267706195
"R3",44,"English","vulture","animal",4.248495,7,"correct",930.000384883089
"R3",45,"English","almond","plant",4.204693,6,"correct",561.00005300177
"R3",46,"English","mushroom","plant",5.537334,8,"correct",540.999849144075
"R3",47,"English","lion","animal",6.098074,4,"correct",569.999794327737
"R3",48,"English","reindeer","animal",4.043051,8,"correct",561.00005300177
"R3",49,"English","bunny","animal",3.332205,5,"correct",457.999915675711
"R3",51,"English","squid","animal",3.970292,5,"correct",648.000196763756
"R3",52,"English","mustard","plant",4.442651,7,"correct",762.000338566851
"R3",53,"English","eagle","animal",5.117994,5,"correct",486.999940058783
"R3",54,"English","spider","animal",4.844187,6,NA,NA
"R3",55,"English","peanut","plant",4.59512,6,"correct",551.999974455044
"R3",56,"English","goat","animal",6.228511,4,"correct",498.999952219994
"R3",60,"English","olive","plant",5.587249,5,"correct",729.000195365715
"R3",62,"English","butterfly","animal",5.214936,9,"correct",802.000314491117
"R3",64,"English","blueberry","plant",2.484907,9,"correct",963.999715995476
"R3",66,"English","clove","plant",3.663562,5,"correct",746.000298248054
"R3",69,"English","blackberry","plant",4.060443,10,"correct",721.999899719386
"R3",70,"English","radish","plant",3.044522,6,"correct",688.000111501868
"R3",74,"English","donkey","animal",5.541264,6,"correct",660.000108886498
"R3",79,"English","lettuce","plant",4.812184,7,"correct",601.999731924149
"R3",80,"English","avocado","plant",3.433987,7,"correct",598.00014713754
"R3",81,"English","sheep","animal",6.577861,5,"correct",646.999809457945
"R3",82,"English","tomato","plant",5.545177,6,"correct",469.000108598708
"R3",83,"English","asparagus","plant",3.663562,9,NA,NA
"R3",84,"English","leek","plant",3.332205,4,"correct",501.999939914756
"R3",86,"English","owl","animal",4.859812,3,"correct",646.999809457945
"R3",87,"English","apricot","plant",3.828641,7,"correct",570.999880286431
"R3",90,"English","frog","animal",5.129899,4,"correct",652.000285623885
"R3",93,"English","bee","animal",5.700444,3,"correct",570.999880286431
"R3",97,"English","crocodile","animal",4.615121,9,"correct",977.00033995426
"R3",99,"English","carrot","plant",4.976734,6,"correct",652.999915582496
"R3",100,"English","cherry","plant",4.997212,6,"correct",563.999858155113
"R3",101,"English","mouse","animal",5.805135,5,"correct",494.000238509224
"R3",106,"English","cat","animal",7.086738,3,"correct",587.000105760917
"R3",107,"English","beaver","animal",3.951244,6,"correct",590.999989712996
"R3",108,"English","bat","animal",5.918894,3,"correct",480.999870079147
"R3",111,"English","melon","plant",4.127134,5,"correct",695.000107332478
"R3",113,"English","kiwi","plant",3.044522,4,"correct",483.000167285837
"R3",115,"English","moose","animal",2.70805,5,"correct",712.99970024467
"R3",117,"English","apple","plant",6.304449,5,"correct",562.000084359752
"R3",119,"English","orange","plant",6.378426,6,"correct",427.999916290999
"R3",120,"English","monkey","animal",5.783825,6,"correct",469.000108598708
"R3",121,"English","stork","animal",3.044522,5,"incorrect",576.0001954392
"R3",124,"English","wasp","animal",4.682131,4,"correct",723.999715912797
"R3",128,"English","goose","animal",5.267858,5,"correct",715.999880456188
"R3",133,"English","pear","plant",4.727388,4,"correct",530.999988720531
"R3",134,"English","elephant","animal",6.063785,8,"correct",587.000105760917
"R3",136,"English","potato","plant",6.461468,6,"correct",722.999839379231
"R3",137,"English","gherkin","plant",2.079442,7,"correct",663.999900747655
"R3",138,"English","snake","animal",6.120297,5,"correct",639.999887133631
"R3",139,"English","pineapple","plant",3.988984,9,NA,NA
"R3",143,"English","swan","animal",4.962845,4,"correct",644.999795666759
"R3",145,"English","chicken","animal",6.59987,7,"correct",524.999862139415
"R3",146,"English","pig","animal",6.660575,3,"correct",475.000093083554
"R3",148,"English","horse","animal",7.77191,5,"correct",485.000052895323
"R3",149,"English","gull","animal",4.418841,4,"correct",606.000008441996
"R3",150,"English","banana","plant",5.023881,6,"correct",480.999870079147
"R3",152,"English","eggplant","plant",1.791759,8,"correct",506.00016734057
"R3",153,"English","woodpecker","animal",2.890372,10,"correct",531.999739670309
"R3",155,"English","broccoli","plant",2.833213,8,NA,NA
"R3",157,"English","shark","animal",5.880533,5,"correct",464.000207767064
"R3",162,"English","grape","plant",5.192957,5,"correct",490.999937252894
"R3",168,"English","cucumber","plant",4.454347,8,"correct",780.999882975214
"R3",169,"English","paprika","plant",2.484907,7,"correct",631.000086736501
"R3",171,"English","magpie","animal",2.995732,6,"correct",598.00014713754
"R3",175,"English","beetroot","plant",3.555348,8,"correct",594.999758700399
"R3",179,"English","dolphin","animal",4.007333,7,"incorrect",476.000069385849
"R3",180,"English","walnut","plant",4.49981,6,"correct",652.999915582496
"R3",181,"English","strawberry","plant",4.75359,10,"correct",520.000097980763
"R3",182,"English","fox","animal",5.652489,3,"correct",527.000237918756
"R3",184,"English","squirrel","animal",4.70953,8,"correct",568.999752982172
"R3",185,"English","ant","animal",5.347108,3,"correct",476.999765846319
"S",24,"English","bee","animal",5.700444,3,"correct",453.999910089237
"S",25,"English","apple","plant",6.304449,5,"correct",473.999847516558
"S",26,"English","moose","animal",2.70805,5,"correct",520.999978246496
"S",29,"English","beaver","animal",3.951244,6,"correct",507.999772630182
"S",31,"English","eggplant","plant",1.791759,8,"correct",510.00013988365
"S",32,"English","tortoise","animal",4.624973,8,"correct",536.999949248742
"S",34,"English","blackberry","plant",4.060443,10,"correct",511.00020940595
"S",36,"English","strawberry","plant",4.75359,10,"correct",464.999811401918
"S",43,"English","spider","animal",4.844187,6,"correct",504.99978321599
"S",44,"English","tomato","plant",5.545177,6,"correct",561.00005300177
"S",45,"English","mouse","animal",5.805135,5,"correct",783.000238039238
"S",48,"English","mole","animal",4.60517,4,"correct",576.999846224847
"S",53,"English","squirrel","animal",4.70953,8,"correct",739.000058419281
"S",56,"English","sheep","animal",6.577861,5,"correct",613.000039271103
"S",57,"English","magpie","animal",2.995732,6,"correct",1013.99981327077
"S",58,"English","vulture","animal",4.248495,7,"correct",1067.99997915249
"S",59,"English","carrot","plant",4.976734,6,"correct",487.999801943704
"S",60,"English","leek","plant",3.332205,4,"correct",525.999888099976
"S",61,"English","blueberry","plant",2.484907,9,"correct",634.000028886799
"S",62,"English","broccoli","plant",2.833213,8,"correct",535.000135410654
"S",63,"English","asparagus","plant",3.663562,9,"correct",961.999566459688
"S",64,"English","monkey","animal",5.783825,6,"correct",539.999924638512
"S",66,"English","squid","animal",3.970292,5,"correct",1018.99996614604
"S",68,"English","eagle","animal",5.117994,5,"correct",670.999908092008
"S",71,"English","clove","plant",3.663562,5,"correct",695.000107332478
"S",74,"English","apricot","plant",3.828641,7,"correct",592.000216148708
"S",77,"English","crocodile","animal",4.615121,9,"correct",1264.00053757072
"S",78,"English","paprika","plant",2.484907,7,"correct",764.000161076796
"S",81,"English","peanut","plant",4.59512,6,"correct",558.000020991229
"S",86,"English","horse","animal",7.77191,5,"correct",623.999770137519
"S",87,"English","banana","plant",5.023881,6,NA,NA
"S",88,"English","pineapple","plant",3.988984,9,"correct",646.999809457945
"S",92,"English","kiwi","plant",3.044522,4,"correct",570.999880286431
"S",94,"English","butterfly","animal",5.214936,9,"correct",751.000261525181
"S",95,"English","orange","plant",6.378426,6,"correct",512.000191979808
"S",96,"English","olive","plant",5.587249,5,"correct",524.0001654158
"S",97,"English","cucumber","plant",4.454347,8,"correct",549.999846975437
"S",99,"English","bat","animal",5.918894,3,"correct",552.999999158149
"S",101,"English","dog","animal",7.667626,3,"correct",601.000039344342
"S",108,"English","mushroom","plant",5.537334,8,"correct",785.00022154084
"S",109,"English","mustard","plant",4.442651,7,"correct",616.000022463352
"S",117,"English","shark","animal",5.880533,5,"correct",637.99981922605
"S",118,"English","dolphin","animal",4.007333,7,"correct",688.999813271615
"S",119,"English","fox","animal",5.652489,3,"correct",552.999999158149
"S",123,"English","goose","animal",5.267858,5,"correct",548.999757611321
"S",126,"English","ant","animal",5.347108,3,NA,NA
"S",127,"English","stork","animal",3.044522,5,"correct",594.999758700399
"S",130,"English","wasp","animal",4.682131,4,"correct",570.999880286431
"S",133,"English","cherry","plant",4.997212,6,"correct",513.000079427401
"S",135,"English","lettuce","plant",4.812184,7,"correct",506.99999817927
"S",136,"English","snake","animal",6.120297,5,"correct",478.000127869101
"S",137,"English","radish","plant",3.044522,6,NA,NA
"S",139,"English","camel","animal",6.109248,5,"correct",464.999811401918
"S",141,"English","avocado","plant",3.433987,7,"correct",782.000202893593
"S",143,"English","whale","animal",5.298317,5,"correct",587.000105760917
"S",144,"English","lion","animal",6.098074,4,"correct",450.000187756075
"S",152,"English","owl","animal",4.859812,3,"correct",578.000075907371
"S",153,"English","pig","animal",6.660575,3,"correct",594.999758700399
"S",155,"English","woodpecker","animal",2.890372,10,"correct",488.999760646846
"S",158,"English","reindeer","animal",4.043051,8,"incorrect",492.000139485804
"S",159,"English","lemon","plant",5.631212,5,"correct",588.999891829225
"S",160,"English","donkey","animal",5.541264,6,"correct",534.000085995263
"S",162,"English","swan","animal",4.962845,4,"correct",467.999861510562
"S",163,"English","walnut","plant",4.49981,6,NA,NA
"S",164,"English","goat","animal",6.228511,4,"correct",576.0001954392
"S",165,"English","almond","plant",4.204693,6,"correct",539.999924638512
"S",166,"English","pear","plant",4.727388,4,"correct",576.0001954392
"S",167,"English","frog","animal",5.129899,4,"correct",441.000054927944
"S",169,"English","beetroot","plant",3.555348,8,"correct",486.999940058783
"S",170,"English","elephant","animal",6.063785,8,"correct",462.000050320239
"S",172,"English","chicken","animal",6.59987,7,"correct",414.00001083632
"S",174,"English","bunny","animal",3.332205,5,"correct",721.999899719386
"S",176,"English","potato","plant",6.461468,6,"correct",454.999809377357
"S",177,"English","gull","animal",4.418841,4,"correct",601.999731924149
"S",179,"English","grape","plant",5.192957,5,"correct",501.999939914756
"S",181,"English","hedgehog","animal",3.637586,8,"correct",619.999703615806
"S",182,"English","cat","animal",7.086738,3,"correct",554.999936870732
"S",183,"English","gherkin","plant",2.079442,7,"correct",743.99997408418
"S",184,"English","melon","plant",4.127134,5,"correct",596.999932304621
"T1",24,"English","chicken","animal",6.59987,7,"correct",495.000117528512
"T1",25,"English","cat","animal",7.086738,3,"correct",513.000079427401
"T1",26,"English","avocado","plant",3.433987,7,"correct",587.000105760917
"T1",28,"English","tomato","plant",5.545177,6,"correct",824.99968127395
"T1",30,"English","broccoli","plant",2.833213,8,"correct",576.999846224847
"T1",33,"English","eggplant","plant",1.791759,8,"correct",545.000111908544
"T1",34,"English","almond","plant",4.204693,6,"correct",558.999735506362
"T1",35,"English","eagle","animal",5.117994,5,"correct",610.000026127913
"T1",37,"English","strawberry","plant",4.75359,10,"correct",567.999762166436
"T1",38,"English","kiwi","plant",3.044522,4,"correct",481.999945027614
"T1",39,"English","mouse","animal",5.805135,5,"correct",541.999999219712
"T1",43,"English","stork","animal",3.044522,5,"incorrect",853.000385989685
"T1",45,"English","gherkin","plant",2.079442,7,NA,NA
"T1",46,"English","goose","animal",5.267858,5,"correct",531.999739670309
"T1",48,"English","blackberry","plant",4.060443,10,"correct",632.999732782793
"T1",51,"English","woodpecker","animal",2.890372,10,"correct",730.0003400761
"T1",52,"English","lion","animal",6.098074,4,"correct",486.999940058783
"T1",55,"English","spider","animal",4.844187,6,"correct",600.000206870348
"T1",56,"English","hedgehog","animal",3.637586,8,"correct",670.00019270207
"T1",57,"English","olive","plant",5.587249,5,"correct",566.999827786391
"T1",59,"English","dolphin","animal",4.007333,7,"correct",590.999989712996
"T1",60,"English","butterfly","animal",5.214936,9,"correct",634.000028886799
"T1",61,"English","monkey","animal",5.783825,6,NA,NA
"T1",62,"English","goat","animal",6.228511,4,"correct",547.99984275251
"T1",66,"English","clove","plant",3.663562,5,"correct",849.999702938344
"T1",67,"English","mustard","plant",4.442651,7,"correct",634.000028886799
"T1",68,"English","magpie","animal",2.995732,6,"correct",532.999773919653
"T1",69,"English","blueberry","plant",2.484907,9,"correct",451.999918715839
"T1",70,"English","whale","animal",5.298317,5,NA,NA
"T1",72,"English","reindeer","animal",4.043051,8,"correct",1242.99988625219
"T1",73,"English","lemon","plant",5.631212,5,"correct",524.0001654158
"T1",77,"English","melon","plant",4.127134,5,"correct",616.999985250376
"T1",78,"English","apricot","plant",3.828641,7,"correct",656.999987855611
"T1",79,"English","orange","plant",6.378426,6,"correct",646.999809457945
"T1",82,"English","owl","animal",4.859812,3,"correct",598.00014713754
"T1",84,"English","bee","animal",5.700444,3,"correct",813.999702073986
"T1",86,"English","bunny","animal",3.332205,5,"correct",606.000008441996
"T1",87,"English","horse","animal",7.77191,5,"correct",520.000097980763
"T1",88,"English","leek","plant",3.332205,4,"correct",707.99993366485
"T1",89,"English","potato","plant",6.461468,6,"correct",404.999972821852
"T1",90,"English","carrot","plant",4.976734,6,"correct",490.999937252894
"T1",92,"English","frog","animal",5.129899,4,"correct",590.999989712996
"T1",93,"English","walnut","plant",4.49981,6,"correct",565.999955737
"T1",96,"English","squid","animal",3.970292,5,"correct",539.999924638512
"T1",103,"English","apple","plant",6.304449,5,"correct",561.00005300177
"T1",105,"English","pineapple","plant",3.988984,9,"correct",578.999723485302
"T1",107,"English","dog","animal",7.667626,3,"correct",498.999952219994
"T1",108,"English","fox","animal",5.652489,3,"correct",584.000010028315
"T1",109,"English","tortoise","animal",4.624973,8,"correct",616.999985250376
"T1",118,"English","gull","animal",4.418841,4,"correct",733.000218517117
"T1",119,"English","sheep","animal",6.577861,5,"correct",488.999760646846
"T1",122,"English","wasp","animal",4.682131,4,"correct",632.999732782793
"T1",125,"English","donkey","animal",5.541264,6,"correct",558.000020991229
"T1",129,"English","asparagus","plant",3.663562,9,"correct",616.999985250376
"T1",131,"English","beetroot","plant",3.555348,8,"correct",554.000173542032
"T1",132,"English","bat","animal",5.918894,3,"incorrect",438.999818660037
"T1",134,"English","ant","animal",5.347108,3,"correct",558.999735506362
"T1",137,"English","vulture","animal",4.248495,7,"correct",723.999715912797
"T1",139,"English","radish","plant",3.044522,6,"correct",563.999858155113
"T1",141,"English","squirrel","animal",4.70953,8,"correct",663.000006506774
"T1",143,"English","mole","animal",4.60517,4,"correct",594.999758700399
"T1",144,"English","banana","plant",5.023881,6,"correct",527.999850203115
"T1",145,"English","moose","animal",2.70805,5,"correct",485.000052895323
"T1",153,"English","peanut","plant",4.59512,6,"correct",486.999940058783
"T1",155,"English","shark","animal",5.880533,5,"correct",492.999914196961
"T1",156,"English","camel","animal",6.109248,5,"correct",549.999846975437
"T1",157,"English","swan","animal",4.962845,4,"correct",594.999758700399
"T1",159,"English","paprika","plant",2.484907,7,"correct",676.999815238415
"T1",160,"English","crocodile","animal",4.615121,9,"correct",607.000126826898
"T1",165,"English","snake","animal",6.120297,5,"incorrect",434.000202200471
"T1",166,"English","pear","plant",4.727388,4,"correct",554.999936870732
"T1",168,"English","cucumber","plant",4.454347,8,"correct",637.00021940057
"T1",170,"English","elephant","animal",6.063785,8,"correct",563.000209357393
"T1",171,"English","beaver","animal",3.951244,6,"correct",483.000167285837
"T1",177,"English","lettuce","plant",4.812184,7,"correct",499.999950788907
"T1",178,"English","grape","plant",5.192957,5,"correct",538.000236633012
"T1",179,"English","cherry","plant",4.997212,6,"correct",447.000181207772
"T1",182,"English","pig","animal",6.660575,3,"correct",540.999849144075
"T1",183,"English","mushroom","plant",5.537334,8,"correct",479.999950127073
"T2",26,"Other","reindeer","animal",4.043051,8,"correct",1350.99954341585
"T2",27,"Other","blueberry","plant",2.484907,9,"correct",1337.00056541482
"T2",29,"Other","horse","animal",7.77191,5,"correct",940.999868650166
"T2",32,"Other","radish","plant",3.044522,6,"correct",925.000242801038
"T2",38,"Other","beaver","animal",3.951244,6,"correct",1105.00042658328
"T2",39,"Other","banana","plant",5.023881,6,"correct",917.99964141046
"T2",40,"Other","moose","animal",2.70805,5,"correct",866.000079184935
"T2",41,"Other","squirrel","animal",4.70953,8,"correct",1066.00042136239
"T2",44,"Other","gherkin","plant",2.079442,7,"incorrect",1973.00097461762
"T2",46,"Other","butterfly","animal",5.214936,9,"correct",916.999566940924
"T2",48,"Other","whale","animal",5.298317,5,"correct",1139.00004163366
"T2",50,"Other","blackberry","plant",4.060443,10,"correct",930.000384883089
"T2",52,"Other","melon","plant",4.127134,5,"correct",757.999707683139
"T2",53,"Other","spider","animal",4.844187,6,"correct",982.999881895343
"T2",54,"Other","dog","animal",7.667626,3,"correct",737.000079456463
"T2",55,"Other","pear","plant",4.727388,4,"correct",833.000298075073
"T2",56,"Other","tortoise","animal",4.624973,8,"correct",1115.99984047757
"T2",58,"Other","kiwi","plant",3.044522,4,"correct",715.999880456188
"T2",60,"Other","peanut","plant",4.59512,6,"incorrect",1064.00035122477
"T2",62,"Other","beetroot","plant",3.555348,8,"correct",1132.99970425531
"T2",63,"Other","squid","animal",3.970292,5,"correct",941.999741349101
"T2",64,"Other","magpie","animal",2.995732,6,"incorrect",903.000403264553
"T2",66,"Other","mole","animal",4.60517,4,"correct",1059.99980166754
"T2",69,"Other","walnut","plant",4.49981,6,NA,NA
"T2",72,"Other","olive","plant",5.587249,5,"correct",837.999915796018
"T2",73,"Other","camel","animal",6.109248,5,"correct",1088.99986612601
"T2",74,"Other","monkey","animal",5.783825,6,"correct",869.999815865712
"T2",77,"Other","cat","animal",7.086738,3,"correct",649.999764121749
"T2",80,"Other","pineapple","plant",3.988984,9,"correct",1032.99951539953
"T2",81,"Other","lemon","plant",5.631212,5,"correct",585.000089369371
"T2",82,"Other","pig","animal",6.660575,3,"correct",683.000095913157
"T2",83,"Other","wasp","animal",4.682131,4,"correct",1140.99960080744
"T2",85,"Other","mustard","plant",4.442651,7,"correct",942.999733476687
"T2",86,"Other","strawberry","plant",4.75359,10,"correct",977.00033995426
"T2",89,"Other","shark","animal",5.880533,5,"correct",911.000093596182
"T2",92,"Other","dolphin","animal",4.007333,7,"correct",1112.99960903039
"T2",93,"Other","hedgehog","animal",3.637586,8,"incorrect",966.999520896783
"T2",95,"Other","vulture","animal",4.248495,7,"incorrect",1372.00026303187
"T2",96,"Other","goose","animal",5.267858,5,"correct",979.000349962693
"T2",100,"Other","swan","animal",4.962845,4,"correct",869.999815865712
"T2",101,"Other","lion","animal",6.098074,4,"correct",712.000063074676
"T2",102,"Other","eggplant","plant",1.791759,8,"correct",993.0003336032
"T2",103,"Other","paprika","plant",2.484907,7,"correct",1233.00061259852
"T2",108,"Other","woodpecker","animal",2.890372,10,"correct",1159.00018156924
"T2",109,"Other","tomato","plant",5.545177,6,NA,NA
"T2",110,"Other","gull","animal",4.418841,4,"correct",727.999964912814
"T2",112,"Other","broccoli","plant",2.833213,8,"correct",776.000372337912
"T2",115,"Other","clove","plant",3.663562,5,"correct",710.999694409961
"T2",117,"Other","bat","animal",5.918894,3,"correct",661.000105858044
"T2",118,"Other","apple","plant",6.304449,5,"correct",672.999778149135
"T2",119,"Other","apricot","plant",3.828641,7,"correct",881.000329550287
"T2",121,"Other","crocodile","animal",4.615121,9,"incorrect",907.999656230091
"T2",122,"Other","almond","plant",4.204693,6,"incorrect",969.999930647497
"T2",124,"Other","cucumber","plant",4.454347,8,"correct",910.000364445158
